Seed,Scenario,Augmentation,Model,Class,Precision,Recall,F1-Score,Support,TotalSamples
1362507843,Test2,SMOTENC,XGB-3ep-s1362507843,DoS Slowhttptest,0.9921259842519685,0.9927272727272727,0.9924265374129052,1650.0,5499
1362507843,Test2,SMOTENC,XGB-3ep-s1362507843,DoS slowloris,0.9930795847750865,0.9902242668200115,0.9916498704290239,1739.0,5796
1362507843,Test2,SMOTENC,MLP-5ep-s1362507843,BENIGN,0.9443022629310345,0.9347333333333333,0.9394934333958724,15000.0,50000
1362507843,Test2,SMOTENC,MLP-5ep-s1362507843,DoS Slowhttptest,0.5849387040280211,0.8096969696969697,0.6792069140823589,1650.0,5499
1362507843,Test2,SMOTENC,MLP-5ep-s1362507843,DoS slowloris,0.8241845664280032,0.5957446808510638,0.6915887850467289,1739.0,5796
1362507843,Test2,SMOTENC,LogReg-5ep-s1362507843,BENIGN,0.9991632499372437,0.7960666666666667,0.8861266743349041,15000.0,50000
1362507843,Test2,SMOTENC,LogReg-5ep-s1362507843,DoS Slowhttptest,0.6784535596416784,0.8721212121212121,0.7631927870591355,1650.0,5499
1362507843,Test2,SMOTENC,LogReg-5ep-s1362507843,DoS slowloris,0.3766504517025712,0.9350201265094882,0.5369881109643329,1739.0,5796
1362507843,Test2,SMOTENC,RF-5ep-s1362507843,BENIGN,0.9988011988011988,0.9998,0.9993003498250874,15000.0,50000
1362507843,Test2,SMOTENC,RF-5ep-s1362507843,DoS Slowhttptest,0.996947496947497,0.9896969696969697,0.9933090024330901,1650.0,5499
1362507843,Test2,SMOTENC,RF-5ep-s1362507843,DoS slowloris,0.9953917050691244,0.9936745255894192,0.9945323741007194,1739.0,5796
1362507843,Test2,SMOTENC,XGB-5ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,SMOTENC,XGB-5ep-s1362507843,DoS Slowhttptest,0.9921259842519685,0.9927272727272727,0.9924265374129052,1650.0,5499
1362507843,Test2,SMOTENC,XGB-5ep-s1362507843,DoS slowloris,0.9930795847750865,0.9902242668200115,0.9916498704290239,1739.0,5796
1362507843,Test2,SMOTENC,MLP-10ep-s1362507843,BENIGN,0.9712436615959434,0.9704666666666667,0.9708550086701347,15000.0,50000
1362507843,Test2,SMOTENC,MLP-10ep-s1362507843,DoS Slowhttptest,0.866403162055336,0.6642424242424242,0.7519725557461406,1650.0,5499
1362507843,Test2,SMOTENC,MLP-10ep-s1362507843,DoS slowloris,0.7083333333333334,0.8700402530189765,0.7809032258064517,1739.0,5796
1362507843,Test2,SMOTENC,LogReg-10ep-s1362507843,BENIGN,0.9926836198323625,0.9316666666666666,0.9612077859550175,15000.0,50000
1362507843,Test2,SMOTENC,LogReg-10ep-s1362507843,DoS Slowhttptest,0.8199212155317952,0.883030303030303,0.8503063904289466,1650.0,5499
1362507843,Test2,SMOTENC,LogReg-10ep-s1362507843,DoS slowloris,0.6243093922651933,0.909718228867165,0.740463374678212,1739.0,5796
1362507843,Test2,SMOTENC,RF-10ep-s1362507843,BENIGN,0.9988011988011988,0.9998,0.9993003498250874,15000.0,50000
1362507843,Test2,SMOTENC,RF-10ep-s1362507843,DoS Slowhttptest,0.996947496947497,0.9896969696969697,0.9933090024330901,1650.0,5499
1362507843,Test2,SMOTENC,RF-10ep-s1362507843,DoS slowloris,0.9953917050691244,0.9936745255894192,0.9945323741007194,1739.0,5796
1362507843,Test2,SMOTENC,XGB-10ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,SMOTENC,XGB-10ep-s1362507843,DoS Slowhttptest,0.9921259842519685,0.9927272727272727,0.9924265374129052,1650.0,5499
1362507843,Test2,SMOTENC,XGB-10ep-s1362507843,DoS slowloris,0.9930795847750865,0.9902242668200115,0.9916498704290239,1739.0,5796
1362507843,Test2,SMOTENC,MLP-15ep-s1362507843,BENIGN,0.977360016171417,0.967,0.972152407761134,15000.0,50000
1362507843,Test2,SMOTENC,MLP-15ep-s1362507843,DoS Slowhttptest,0.9009708737864077,0.8436363636363636,0.8713615023474178,1650.0,5499
1362507843,Test2,SMOTENC,MLP-15ep-s1362507843,DoS slowloris,0.7343984023964054,0.8458884416331225,0.7862105825761625,1739.0,5796
1362507843,Test2,SMOTENC,LogReg-15ep-s1362507843,BENIGN,0.9946501176974106,0.9296,0.9610255349943141,15000.0,50000
1362507843,Test2,SMOTENC,LogReg-15ep-s1362507843,DoS Slowhttptest,0.8054711246200608,0.9636363636363636,0.8774834437086093,1650.0,5499
1362507843,Test2,SMOTENC,LogReg-15ep-s1362507843,DoS slowloris,0.6853088480801336,0.9442208165612421,0.7941958887545345,1739.0,5796
1362507843,Test2,SMOTENC,RF-15ep-s1362507843,BENIGN,0.9988011988011988,0.9998,0.9993003498250874,15000.0,50000
1362507843,Test2,SMOTENC,RF-15ep-s1362507843,DoS Slowhttptest,0.996947496947497,0.9896969696969697,0.9933090024330901,1650.0,5499
1362507843,Test2,SMOTENC,RF-15ep-s1362507843,DoS slowloris,0.9953917050691244,0.9936745255894192,0.9945323741007194,1739.0,5796
1362507843,Test2,SMOTENC,XGB-15ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,SMOTENC,XGB-15ep-s1362507843,DoS Slowhttptest,0.9921259842519685,0.9927272727272727,0.9924265374129052,1650.0,5499
1362507843,Test2,SMOTENC,XGB-15ep-s1362507843,DoS slowloris,0.9930795847750865,0.9902242668200115,0.9916498704290239,1739.0,5796
1362507843,Test2,SMOTENC,MLP-20ep-s1362507843,BENIGN,0.9864651322569564,0.9572,0.971612248350533,15000.0,50000
1362507843,Test2,SMOTENC,MLP-20ep-s1362507843,DoS Slowhttptest,0.9248322147651007,0.8351515151515152,0.8777070063694268,1650.0,5499
1362507843,Test2,SMOTENC,MLP-20ep-s1362507843,DoS slowloris,0.6335324232081911,0.8539390454284072,0.7274063188831741,1739.0,5796
1362507843,Test2,SMOTENC,LogReg-20ep-s1362507843,BENIGN,0.9958755679832226,0.9497333333333333,0.972257293977137,15000.0,50000
1362507843,Test2,SMOTENC,LogReg-20ep-s1362507843,DoS Slowhttptest,0.8579787234042553,0.9775757575757575,0.9138810198300283,1650.0,5499
1362507843,Test2,SMOTENC,LogReg-20ep-s1362507843,DoS slowloris,0.7545372050816697,0.9562967222541691,0.8435201623129597,1739.0,5796
1362507843,Test2,SMOTENC,RF-20ep-s1362507843,BENIGN,0.9988011988011988,0.9998,0.9993003498250874,15000.0,50000
1362507843,Test2,SMOTENC,RF-20ep-s1362507843,DoS Slowhttptest,0.996947496947497,0.9896969696969697,0.9933090024330901,1650.0,5499
1362507843,Test2,SMOTENC,RF-20ep-s1362507843,DoS slowloris,0.9953917050691244,0.9936745255894192,0.9945323741007194,1739.0,5796
1362507843,Test2,SMOTENC,XGB-20ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,SMOTENC,XGB-20ep-s1362507843,DoS Slowhttptest,0.9921259842519685,0.9927272727272727,0.9924265374129052,1650.0,5499
1362507843,Test2,SMOTENC,XGB-20ep-s1362507843,DoS slowloris,0.9930795847750865,0.9902242668200115,0.9916498704290239,1739.0,5796
1362507843,Test2,SMOTENC,MLP-25ep-s1362507843,BENIGN,0.9789783758452166,0.9748666666666667,0.976918194875906,15000.0,50000
1362507843,Test2,SMOTENC,MLP-25ep-s1362507843,DoS Slowhttptest,0.912672357189757,0.8424242424242424,0.8761424519382288,1650.0,5499
1362507843,Test2,SMOTENC,MLP-25ep-s1362507843,DoS slowloris,0.7651632970451011,0.8487636572742956,0.8047982551799345,1739.0,5796
1362507843,Test2,SMOTENC,LogReg-25ep-s1362507843,BENIGN,0.9947030945079454,0.9514666666666667,0.9726046067875154,15000.0,50000
1362507843,Test2,SMOTENC,LogReg-25ep-s1362507843,DoS Slowhttptest,0.8411572052401747,0.933939393939394,0.8851234922458358,1650.0,5499
1362507843,Test2,SMOTENC,LogReg-25ep-s1362507843,DoS slowloris,0.7569035762788592,0.9614721104082806,0.8470111448834853,1739.0,5796
1362507843,Test2,SMOTENC,RF-25ep-s1362507843,BENIGN,0.9988011988011988,0.9998,0.9993003498250874,15000.0,50000
1362507843,Test2,SMOTENC,RF-25ep-s1362507843,DoS Slowhttptest,0.996947496947497,0.9896969696969697,0.9933090024330901,1650.0,5499
1362507843,Test2,SMOTENC,RF-25ep-s1362507843,DoS slowloris,0.9953917050691244,0.9936745255894192,0.9945323741007194,1739.0,5796
1362507843,Test2,SMOTENC,XGB-25ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,SMOTENC,XGB-25ep-s1362507843,DoS Slowhttptest,0.9921259842519685,0.9927272727272727,0.9924265374129052,1650.0,5499
1362507843,Test2,SMOTENC,XGB-25ep-s1362507843,DoS slowloris,0.9930795847750865,0.9902242668200115,0.9916498704290239,1739.0,5796
1362507843,Test2,SMOTENC,MLP-30ep-s1362507843,BENIGN,0.9786236011525833,0.9736,0.9761053370317148,15000.0,50000
1362507843,Test2,SMOTENC,MLP-30ep-s1362507843,DoS Slowhttptest,0.9197368421052632,0.8472727272727273,0.8820189274447949,1650.0,5499
1362507843,Test2,SMOTENC,MLP-30ep-s1362507843,DoS slowloris,0.7589928057553957,0.8493387004025302,0.8016282225237449,1739.0,5796
1362507843,Test2,SMOTENC,LogReg-30ep-s1362507843,BENIGN,0.9963694756685052,0.9514,0.9733656174334141,15000.0,50000
1362507843,Test2,SMOTENC,LogReg-30ep-s1362507843,DoS Slowhttptest,0.8607734806629834,0.9442424242424242,0.900578034682081,1650.0,5499
1362507843,Test2,SMOTENC,LogReg-30ep-s1362507843,DoS slowloris,0.7535460992907801,0.9775733179988499,0.851063829787234,1739.0,5796
1362507843,Test2,SMOTENC,RF-30ep-s1362507843,BENIGN,0.9988011988011988,0.9998,0.9993003498250874,15000.0,50000
1362507843,Test2,SMOTENC,RF-30ep-s1362507843,DoS Slowhttptest,0.996947496947497,0.9896969696969697,0.9933090024330901,1650.0,5499
1362507843,Test2,SMOTENC,RF-30ep-s1362507843,DoS slowloris,0.9953917050691244,0.9936745255894192,0.9945323741007194,1739.0,5796
1362507843,Test2,SMOTENC,XGB-30ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,SMOTENC,XGB-30ep-s1362507843,DoS Slowhttptest,0.9921259842519685,0.9927272727272727,0.9924265374129052,1650.0,5499
1362507843,Test2,SMOTENC,XGB-30ep-s1362507843,DoS slowloris,0.9930795847750865,0.9902242668200115,0.9916498704290239,1739.0,5796
1362507843,Test2,SMOTENC,MLP-50ep-s1362507843,BENIGN,0.9700039468490989,0.9830666666666666,0.9764916230713198,15000.0,50000
1362507843,Test2,SMOTENC,MLP-50ep-s1362507843,DoS Slowhttptest,0.8128964059196617,0.9321212121212121,0.8684359119141728,1650.0,5499
1362507843,Test2,SMOTENC,MLP-50ep-s1362507843,DoS slowloris,0.9382239382239382,0.6986774008050604,0.8009228740936059,1739.0,5796
1362507843,Test2,SMOTENC,LogReg-50ep-s1362507843,BENIGN,0.9985445976852173,0.9605333333333334,0.9791702062591322,15000.0,50000
1362507843,Test2,SMOTENC,LogReg-50ep-s1362507843,DoS Slowhttptest,0.8544203282159873,0.9781818181818182,0.9121220683808986,1650.0,5499
1362507843,Test2,SMOTENC,LogReg-50ep-s1362507843,DoS slowloris,0.8179623370352487,0.9741230592294422,0.8892388451443569,1739.0,5796
1362507843,Test2,SMOTENC,RF-50ep-s1362507843,BENIGN,0.9988011988011988,0.9998,0.9993003498250874,15000.0,50000
1362507843,Test2,SMOTENC,RF-50ep-s1362507843,DoS Slowhttptest,0.996947496947497,0.9896969696969697,0.9933090024330901,1650.0,5499
1362507843,Test2,SMOTENC,RF-50ep-s1362507843,DoS slowloris,0.9953917050691244,0.9936745255894192,0.9945323741007194,1739.0,5796
1362507843,Test2,SMOTENC,XGB-50ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,SMOTENC,XGB-50ep-s1362507843,DoS Slowhttptest,0.9921259842519685,0.9927272727272727,0.9924265374129052,1650.0,5499
1362507843,Test2,SMOTENC,XGB-50ep-s1362507843,DoS slowloris,0.9930795847750865,0.9902242668200115,0.9916498704290239,1739.0,5796
1362507843,Test2,SMOTENC,MLP-100ep-s1362507843,BENIGN,0.9699037961518461,0.9947333333333334,0.982161664033702,15000.0,50000
1362507843,Test2,SMOTENC,MLP-100ep-s1362507843,DoS Slowhttptest,0.9503592423252776,0.8818181818181818,0.9148066645708897,1650.0,5499
1362507843,Test2,SMOTENC,MLP-100ep-s1362507843,DoS slowloris,0.8914518317503393,0.7556066705002875,0.8179271708683473,1739.0,5796
1362507843,Test2,SMOTENC,LogReg-100ep-s1362507843,BENIGN,0.9984208719533127,0.9694666666666667,0.9837307627261965,15000.0,50000
1362507843,Test2,SMOTENC,LogReg-100ep-s1362507843,DoS Slowhttptest,0.8625265392781316,0.9848484848484849,0.9196378041878891,1650.0,5499
1362507843,Test2,SMOTENC,LogReg-100ep-s1362507843,DoS slowloris,0.872680412371134,0.9735480161012076,0.9203587931503125,1739.0,5796
1362507843,Test2,SMOTENC,RF-100ep-s1362507843,BENIGN,0.9988011988011988,0.9998,0.9993003498250874,15000.0,50000
1362507843,Test2,SMOTENC,RF-100ep-s1362507843,DoS Slowhttptest,0.996947496947497,0.9896969696969697,0.9933090024330901,1650.0,5499
1362507843,Test2,SMOTENC,RF-100ep-s1362507843,DoS slowloris,0.9953917050691244,0.9936745255894192,0.9945323741007194,1739.0,5796
1362507843,Test2,SMOTENC,XGB-100ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,SMOTENC,XGB-100ep-s1362507843,DoS Slowhttptest,0.9921259842519685,0.9927272727272727,0.9924265374129052,1650.0,5499
1362507843,Test2,SMOTENC,XGB-100ep-s1362507843,DoS slowloris,0.9930795847750865,0.9902242668200115,0.9916498704290239,1739.0,5796
1362507843,Test2,CVAE,MLP-1ep-s1362507843,BENIGN,0.9578914535246413,0.8189333333333333,0.8829787234042553,15000.0,50000
1362507843,Test2,CVAE,MLP-1ep-s1362507843,DoS Slowhttptest,0.8304953560371517,0.6503030303030303,0.7294357579877634,1650.0,5499
1362507843,Test2,CVAE,MLP-1ep-s1362507843,DoS slowloris,0.33863795927919493,0.8320874065554916,0.48137059214903527,1739.0,5796
1362507843,Test2,CVAE,LogReg-1ep-s1362507843,BENIGN,0.9284551694855283,0.8746666666666667,0.9007586419964986,15000.0,50000
1362507843,Test2,CVAE,LogReg-1ep-s1362507843,DoS Slowhttptest,0.5283018867924528,0.610909090909091,0.5666104553119731,1650.0,5499
1362507843,Test2,CVAE,LogReg-1ep-s1362507843,DoS slowloris,0.41106382978723405,0.5554916618746406,0.47248716067498164,1739.0,5796
1362507843,Test2,CVAE,RF-1ep-s1362507843,BENIGN,0.9987346830047948,0.9998,0.9992670575692963,15000.0,50000
1362507843,Test2,CVAE,RF-1ep-s1362507843,DoS Slowhttptest,0.9975550122249389,0.9890909090909091,0.9933049300060864,1650.0,5499
1362507843,Test2,CVAE,RF-1ep-s1362507843,DoS slowloris,0.9948186528497409,0.9936745255894192,0.9942462600690449,1739.0,5796
1362507843,Test2,CVAE,XGB-1ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,CVAE,XGB-1ep-s1362507843,DoS Slowhttptest,0.9957343083485679,0.9903030303030304,0.9930112427833485,1650.0,5499
1362507843,Test2,CVAE,XGB-1ep-s1362507843,DoS slowloris,0.9908256880733946,0.9936745255894192,0.9922480620155039,1739.0,5796
1362507843,Test2,CVAE,MLP-2ep-s1362507843,BENIGN,0.9430509432629125,0.8898,0.9156519054642747,15000.0,50000
1362507843,Test2,CVAE,MLP-2ep-s1362507843,DoS Slowhttptest,0.8300418910831837,0.8406060606060606,0.8352905751279736,1650.0,5499
1362507843,Test2,CVAE,MLP-2ep-s1362507843,DoS slowloris,0.40545808966861596,0.5980448533640023,0.483271375464684,1739.0,5796
1362507843,Test2,CVAE,LogReg-2ep-s1362507843,BENIGN,0.9790283645141823,0.8652,0.9186013590033975,15000.0,50000
1362507843,Test2,CVAE,LogReg-2ep-s1362507843,DoS Slowhttptest,0.5566155122355869,0.8133333333333334,0.6609209554296971,1650.0,5499
1362507843,Test2,CVAE,LogReg-2ep-s1362507843,DoS slowloris,0.56208670095518,0.879815986198965,0.6859448554135844,1739.0,5796
1362507843,Test2,CVAE,RF-2ep-s1362507843,BENIGN,0.9987346830047948,0.9998,0.9992670575692963,15000.0,50000
1362507843,Test2,CVAE,RF-2ep-s1362507843,DoS Slowhttptest,0.9975550122249389,0.9890909090909091,0.9933049300060864,1650.0,5499
1362507843,Test2,CVAE,RF-2ep-s1362507843,DoS slowloris,0.9948186528497409,0.9936745255894192,0.9942462600690449,1739.0,5796
1362507843,Test2,CVAE,XGB-2ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,CVAE,XGB-2ep-s1362507843,DoS Slowhttptest,0.9957343083485679,0.9903030303030304,0.9930112427833485,1650.0,5499
1362507843,Test2,CVAE,XGB-2ep-s1362507843,DoS slowloris,0.9908256880733946,0.9936745255894192,0.9922480620155039,1739.0,5796
1362507843,Test2,CVAE,MLP-3ep-s1362507843,BENIGN,0.9684263161654404,0.9038,0.9349977585433981,15000.0,50000
1362507843,Test2,CVAE,MLP-3ep-s1362507843,DoS Slowhttptest,0.8340836012861736,0.786060606060606,0.8093603744149765,1650.0,5499
1362507843,Test2,CVAE,MLP-3ep-s1362507843,DoS slowloris,0.509347442680776,0.8303622771707878,0.6313948404022737,1739.0,5796
1362507843,Test2,CVAE,LogReg-3ep-s1362507843,BENIGN,0.984411174563976,0.8504,0.9125116245797268,15000.0,50000
1362507843,Test2,CVAE,LogReg-3ep-s1362507843,DoS Slowhttptest,0.6805063291139241,0.8145454545454546,0.7415172413793103,1650.0,5499
1362507843,Test2,CVAE,LogReg-3ep-s1362507843,DoS slowloris,0.4574652777777778,0.9091431857389304,0.6086621751684311,1739.0,5796
1362507843,Test2,CVAE,RF-3ep-s1362507843,BENIGN,0.9987346830047948,0.9998,0.9992670575692963,15000.0,50000
1362507843,Test2,CVAE,RF-3ep-s1362507843,DoS Slowhttptest,0.9975550122249389,0.9890909090909091,0.9933049300060864,1650.0,5499
1362507843,Test2,CVAE,RF-3ep-s1362507843,DoS slowloris,0.9948186528497409,0.9936745255894192,0.9942462600690449,1739.0,5796
1362507843,Test2,CVAE,XGB-3ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,CVAE,XGB-3ep-s1362507843,DoS Slowhttptest,0.9957343083485679,0.9903030303030304,0.9930112427833485,1650.0,5499
1362507843,Test2,CVAE,XGB-3ep-s1362507843,DoS slowloris,0.9908256880733946,0.9936745255894192,0.9922480620155039,1739.0,5796
1362507843,Test2,CVAE,MLP-5ep-s1362507843,BENIGN,0.972573402417962,0.9385333333333333,0.9552502120441052,15000.0,50000
1362507843,Test2,CVAE,MLP-5ep-s1362507843,DoS Slowhttptest,0.8674463937621832,0.8090909090909091,0.8372530573847601,1650.0,5499
1362507843,Test2,CVAE,MLP-5ep-s1362507843,DoS slowloris,0.6206315789473684,0.8476135710178263,0.7165775401069518,1739.0,5796
1362507843,Test2,CVAE,LogReg-5ep-s1362507843,BENIGN,0.9899657561519472,0.8287333333333333,0.9022027071161592,15000.0,50000
1362507843,Test2,CVAE,LogReg-5ep-s1362507843,DoS Slowhttptest,0.703125,0.8181818181818182,0.7563025210084033,1650.0,5499
1362507843,Test2,CVAE,LogReg-5ep-s1362507843,DoS slowloris,0.4161554192229039,0.9361702127659575,0.5761812068660415,1739.0,5796
1362507843,Test2,CVAE,RF-5ep-s1362507843,BENIGN,0.9987346830047948,0.9998,0.9992670575692963,15000.0,50000
1362507843,Test2,CVAE,RF-5ep-s1362507843,DoS Slowhttptest,0.9975550122249389,0.9890909090909091,0.9933049300060864,1650.0,5499
1362507843,Test2,CVAE,RF-5ep-s1362507843,DoS slowloris,0.9948186528497409,0.9936745255894192,0.9942462600690449,1739.0,5796
1362507843,Test2,CVAE,XGB-5ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,CVAE,XGB-5ep-s1362507843,DoS Slowhttptest,0.9957343083485679,0.9903030303030304,0.9930112427833485,1650.0,5499
1362507843,Test2,CVAE,XGB-5ep-s1362507843,DoS slowloris,0.9908256880733946,0.9936745255894192,0.9922480620155039,1739.0,5796
1362507843,Test2,CVAE,MLP-10ep-s1362507843,BENIGN,0.9762290653700703,0.9637333333333333,0.9699409554482018,15000.0,50000
1362507843,Test2,CVAE,MLP-10ep-s1362507843,DoS Slowhttptest,0.9237170596393898,0.8072727272727273,0.8615782664941786,1650.0,5499
1362507843,Test2,CVAE,MLP-10ep-s1362507843,DoS slowloris,0.7007947639083684,0.8619896492236918,0.7730789066529139,1739.0,5796
1362507843,Test2,CVAE,LogReg-10ep-s1362507843,BENIGN,0.992468134414832,0.9136,0.951402388225493,15000.0,50000
1362507843,Test2,CVAE,LogReg-10ep-s1362507843,DoS Slowhttptest,0.7691900476442562,0.8806060606060606,0.8211359141000283,1650.0,5499
1362507843,Test2,CVAE,LogReg-10ep-s1362507843,DoS slowloris,0.5884101040118871,0.9108683151236343,0.7149627623561273,1739.0,5796
1362507843,Test2,CVAE,RF-10ep-s1362507843,BENIGN,0.9987346830047948,0.9998,0.9992670575692963,15000.0,50000
1362507843,Test2,CVAE,RF-10ep-s1362507843,DoS Slowhttptest,0.9975550122249389,0.9890909090909091,0.9933049300060864,1650.0,5499
1362507843,Test2,CVAE,RF-10ep-s1362507843,DoS slowloris,0.9948186528497409,0.9936745255894192,0.9942462600690449,1739.0,5796
1362507843,Test2,CVAE,XGB-10ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,CVAE,XGB-10ep-s1362507843,DoS Slowhttptest,0.9957343083485679,0.9903030303030304,0.9930112427833485,1650.0,5499
1362507843,Test2,CVAE,XGB-10ep-s1362507843,DoS slowloris,0.9908256880733946,0.9936745255894192,0.9922480620155039,1739.0,5796
1362507843,Test2,CVAE,MLP-15ep-s1362507843,BENIGN,0.9785273995800312,0.9630666666666666,0.9707354769344488,15000.0,50000
1362507843,Test2,CVAE,MLP-15ep-s1362507843,DoS Slowhttptest,0.8505250154416306,0.8345454545454546,0.8424594677271336,1650.0,5499
1362507843,Test2,CVAE,MLP-15ep-s1362507843,DoS slowloris,0.7379172894867962,0.8516388729154687,0.7907100907634811,1739.0,5796
1362507843,Test2,CVAE,LogReg-15ep-s1362507843,BENIGN,0.9913236770400115,0.9216666666666666,0.955226974366061,15000.0,50000
1362507843,Test2,CVAE,LogReg-15ep-s1362507843,DoS Slowhttptest,0.8205714285714286,0.8703030303030304,0.8447058823529412,1650.0,5499
1362507843,Test2,CVAE,LogReg-15ep-s1362507843,DoS slowloris,0.5952469365020423,0.921794134560092,0.7233754512635379,1739.0,5796
1362507843,Test2,CVAE,RF-15ep-s1362507843,BENIGN,0.9987346830047948,0.9998,0.9992670575692963,15000.0,50000
1362507843,Test2,CVAE,RF-15ep-s1362507843,DoS Slowhttptest,0.9975550122249389,0.9890909090909091,0.9933049300060864,1650.0,5499
1362507843,Test2,CVAE,RF-15ep-s1362507843,DoS slowloris,0.9948186528497409,0.9936745255894192,0.9942462600690449,1739.0,5796
1362507843,Test2,CVAE,XGB-15ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,CVAE,XGB-15ep-s1362507843,DoS Slowhttptest,0.9957343083485679,0.9903030303030304,0.9930112427833485,1650.0,5499
1362507843,Test2,CVAE,XGB-15ep-s1362507843,DoS slowloris,0.9908256880733946,0.9936745255894192,0.9922480620155039,1739.0,5796
1362507843,Test2,CVAE,MLP-20ep-s1362507843,BENIGN,0.985394908616188,0.8051333333333334,0.8861901966539477,15000.0,50000
1362507843,Test2,CVAE,MLP-20ep-s1362507843,DoS Slowhttptest,0.3755284755036061,0.9151515151515152,0.5325339446305766,1650.0,5499
1362507843,Test2,CVAE,MLP-20ep-s1362507843,DoS slowloris,0.7002840909090909,0.8504887866589994,0.7681121786548948,1739.0,5796
1362507843,Test2,CVAE,LogReg-20ep-s1362507843,BENIGN,0.988682181509514,0.9318,0.9593987026804407,15000.0,50000
1362507843,Test2,CVAE,LogReg-20ep-s1362507843,DoS Slowhttptest,0.8769507803121248,0.8854545454545455,0.8811821471652593,1650.0,5499
1362507843,Test2,CVAE,LogReg-20ep-s1362507843,DoS slowloris,0.617169373549884,0.9177688326624497,0.7380346820809248,1739.0,5796
1362507843,Test2,CVAE,RF-20ep-s1362507843,BENIGN,0.9987346830047948,0.9998,0.9992670575692963,15000.0,50000
1362507843,Test2,CVAE,RF-20ep-s1362507843,DoS Slowhttptest,0.9975550122249389,0.9890909090909091,0.9933049300060864,1650.0,5499
1362507843,Test2,CVAE,RF-20ep-s1362507843,DoS slowloris,0.9948186528497409,0.9936745255894192,0.9942462600690449,1739.0,5796
1362507843,Test2,CVAE,XGB-20ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,CVAE,XGB-20ep-s1362507843,DoS Slowhttptest,0.9957343083485679,0.9903030303030304,0.9930112427833485,1650.0,5499
1362507843,Test2,CVAE,XGB-20ep-s1362507843,DoS slowloris,0.9908256880733946,0.9936745255894192,0.9922480620155039,1739.0,5796
1362507843,Test2,CVAE,MLP-25ep-s1362507843,BENIGN,0.9842105263157894,0.9724,0.9782696177062374,15000.0,50000
1362507843,Test2,CVAE,MLP-25ep-s1362507843,DoS Slowhttptest,0.8647186147186147,0.9684848484848485,0.9136649514008005,1650.0,5499
1362507843,Test2,CVAE,MLP-25ep-s1362507843,DoS slowloris,0.8111563044741429,0.8027602070155262,0.8069364161849711,1739.0,5796
1362507843,Test2,CVAE,LogReg-25ep-s1362507843,BENIGN,0.992805247936799,0.9383333333333334,0.9648010419165781,15000.0,50000
1362507843,Test2,CVAE,LogReg-25ep-s1362507843,DoS Slowhttptest,0.8718251624335499,0.8945454545454545,0.8830391863595572,1650.0,5499
1362507843,Test2,CVAE,LogReg-25ep-s1362507843,DoS slowloris,0.6447002778880508,0.933870040253019,0.7627994363550963,1739.0,5796
1362507843,Test2,CVAE,RF-25ep-s1362507843,BENIGN,0.9987346830047948,0.9998,0.9992670575692963,15000.0,50000
1362507843,Test2,CVAE,RF-25ep-s1362507843,DoS Slowhttptest,0.9975550122249389,0.9890909090909091,0.9933049300060864,1650.0,5499
1362507843,Test2,CVAE,RF-25ep-s1362507843,DoS slowloris,0.9948186528497409,0.9936745255894192,0.9942462600690449,1739.0,5796
1362507843,Test2,CVAE,XGB-25ep-s1362507843,BENIGN,0.9996001066382298,0.9998666666666667,0.9997333688841488,15000.0,50000
1362507843,Test2,CVAE,XGB-25ep-s1362507843,DoS Slowhttptest,0.9957343083485679,0.9903030303030304,0.9930112427833485,1650.0,5499
1362507843,Test2,CVAE,XGB-25ep-s1362507843,DoS slowloris,0.9908256880733946,0.9936745255894192,0.9922480620155039,1739.0,5796
1362507843,Test2,CVAE,MLP-30ep-s1362507843,BENIGN,0.9797052913596785,0.9751333333333333,0.9774139659204811,15000.0,50000
