Seed,Scenario,Augmentation,Model,ActualClass,Pred_BENIGN,Pred_DoS Slowhttptest,Pred_DoS slowloris
1730465472,Test2,None,RF-20ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,None,RF-20ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,None,XGB-20ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,None,XGB-20ep-s1730465472,DoS Slowhttptest,2,1644,4
1730465472,Test2,None,XGB-20ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,None,MLP-25ep-s1730465472,BENIGN,14573,118,309
1730465472,Test2,None,MLP-25ep-s1730465472,DoS Slowhttptest,115,1453,82
1730465472,Test2,None,MLP-25ep-s1730465472,DoS slowloris,233,225,1281
1730465472,Test2,None,LogReg-25ep-s1730465472,BENIGN,14611,163,226
1730465472,Test2,None,LogReg-25ep-s1730465472,DoS Slowhttptest,4,1545,101
1730465472,Test2,None,LogReg-25ep-s1730465472,DoS slowloris,4,31,1704
1730465472,Test2,None,RF-25ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,None,RF-25ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,None,RF-25ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,None,XGB-25ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,None,XGB-25ep-s1730465472,DoS Slowhttptest,2,1644,4
1730465472,Test2,None,XGB-25ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,None,MLP-30ep-s1730465472,BENIGN,14563,167,270
1730465472,Test2,None,MLP-30ep-s1730465472,DoS Slowhttptest,206,1343,101
1730465472,Test2,None,MLP-30ep-s1730465472,DoS slowloris,201,75,1463
1730465472,Test2,None,LogReg-30ep-s1730465472,BENIGN,14585,207,208
1730465472,Test2,None,LogReg-30ep-s1730465472,DoS Slowhttptest,6,1620,24
1730465472,Test2,None,LogReg-30ep-s1730465472,DoS slowloris,4,40,1695
1730465472,Test2,None,RF-30ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,None,RF-30ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,None,RF-30ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,None,XGB-30ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,None,XGB-30ep-s1730465472,DoS Slowhttptest,2,1644,4
1730465472,Test2,None,XGB-30ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,None,MLP-50ep-s1730465472,BENIGN,14621,80,299
1730465472,Test2,None,MLP-50ep-s1730465472,DoS Slowhttptest,117,1507,26
1730465472,Test2,None,MLP-50ep-s1730465472,DoS slowloris,61,140,1538
1730465472,Test2,None,LogReg-50ep-s1730465472,BENIGN,14668,163,169
1730465472,Test2,None,LogReg-50ep-s1730465472,DoS Slowhttptest,4,1636,10
1730465472,Test2,None,LogReg-50ep-s1730465472,DoS slowloris,3,36,1700
1730465472,Test2,None,RF-50ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,None,RF-50ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,None,RF-50ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,None,XGB-50ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,None,XGB-50ep-s1730465472,DoS Slowhttptest,2,1644,4
1730465472,Test2,None,XGB-50ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,None,MLP-100ep-s1730465472,BENIGN,14632,31,337
1730465472,Test2,None,MLP-100ep-s1730465472,DoS Slowhttptest,119,1384,147
1730465472,Test2,None,MLP-100ep-s1730465472,DoS slowloris,21,43,1675
1730465472,Test2,None,LogReg-100ep-s1730465472,BENIGN,14730,129,141
1730465472,Test2,None,LogReg-100ep-s1730465472,DoS Slowhttptest,8,1633,9
1730465472,Test2,None,LogReg-100ep-s1730465472,DoS slowloris,2,36,1701
1730465472,Test2,None,RF-100ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,None,RF-100ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,None,RF-100ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,None,XGB-100ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,None,XGB-100ep-s1730465472,DoS Slowhttptest,2,1644,4
1730465472,Test2,None,XGB-100ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-1ep-s1730465472,BENIGN,12958,1591,451
1730465472,Test2,SMOTENC,MLP-1ep-s1730465472,DoS Slowhttptest,165,1364,121
1730465472,Test2,SMOTENC,MLP-1ep-s1730465472,DoS slowloris,750,119,870
1730465472,Test2,SMOTENC,LogReg-1ep-s1730465472,BENIGN,13119,927,954
1730465472,Test2,SMOTENC,LogReg-1ep-s1730465472,DoS Slowhttptest,197,1094,359
1730465472,Test2,SMOTENC,LogReg-1ep-s1730465472,DoS slowloris,770,27,942
1730465472,Test2,SMOTENC,RF-1ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-1ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-1ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-1ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-1ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-1ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-2ep-s1730465472,BENIGN,14743,70,187
1730465472,Test2,SMOTENC,MLP-2ep-s1730465472,DoS Slowhttptest,185,1348,117
1730465472,Test2,SMOTENC,MLP-2ep-s1730465472,DoS slowloris,582,98,1059
1730465472,Test2,SMOTENC,LogReg-2ep-s1730465472,BENIGN,12718,1153,1129
1730465472,Test2,SMOTENC,LogReg-2ep-s1730465472,DoS Slowhttptest,160,1344,146
1730465472,Test2,SMOTENC,LogReg-2ep-s1730465472,DoS slowloris,96,77,1566
1730465472,Test2,SMOTENC,RF-2ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-2ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-2ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-2ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-2ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-2ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-3ep-s1730465472,BENIGN,12502,2114,384
1730465472,Test2,SMOTENC,MLP-3ep-s1730465472,DoS Slowhttptest,114,1412,124
1730465472,Test2,SMOTENC,MLP-3ep-s1730465472,DoS slowloris,235,101,1403
1730465472,Test2,SMOTENC,LogReg-3ep-s1730465472,BENIGN,12670,846,1484
1730465472,Test2,SMOTENC,LogReg-3ep-s1730465472,DoS Slowhttptest,141,1341,168
1730465472,Test2,SMOTENC,LogReg-3ep-s1730465472,DoS slowloris,24,102,1613
1730465472,Test2,SMOTENC,RF-3ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-3ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-3ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-3ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-3ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-3ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-5ep-s1730465472,BENIGN,14570,81,349
1730465472,Test2,SMOTENC,MLP-5ep-s1730465472,DoS Slowhttptest,208,1347,95
1730465472,Test2,SMOTENC,MLP-5ep-s1730465472,DoS slowloris,259,200,1280
1730465472,Test2,SMOTENC,LogReg-5ep-s1730465472,BENIGN,12509,560,1931
1730465472,Test2,SMOTENC,LogReg-5ep-s1730465472,DoS Slowhttptest,4,1436,210
1730465472,Test2,SMOTENC,LogReg-5ep-s1730465472,DoS slowloris,2,88,1649
1730465472,Test2,SMOTENC,RF-5ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-5ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-5ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-5ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-5ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-5ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-10ep-s1730465472,BENIGN,14607,81,312
1730465472,Test2,SMOTENC,MLP-10ep-s1730465472,DoS Slowhttptest,150,1404,96
1730465472,Test2,SMOTENC,MLP-10ep-s1730465472,DoS slowloris,250,221,1268
1730465472,Test2,SMOTENC,LogReg-10ep-s1730465472,BENIGN,14302,215,483
1730465472,Test2,SMOTENC,LogReg-10ep-s1730465472,DoS Slowhttptest,64,1458,128
1730465472,Test2,SMOTENC,LogReg-10ep-s1730465472,DoS slowloris,13,93,1633
1730465472,Test2,SMOTENC,RF-10ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-10ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-10ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-10ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-10ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-10ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-15ep-s1730465472,BENIGN,14387,284,329
1730465472,Test2,SMOTENC,MLP-15ep-s1730465472,DoS Slowhttptest,12,1515,123
1730465472,Test2,SMOTENC,MLP-15ep-s1730465472,DoS slowloris,60,77,1602
1730465472,Test2,SMOTENC,LogReg-15ep-s1730465472,BENIGN,14593,191,216
1730465472,Test2,SMOTENC,LogReg-15ep-s1730465472,DoS Slowhttptest,10,1615,25
1730465472,Test2,SMOTENC,LogReg-15ep-s1730465472,DoS slowloris,27,58,1654
1730465472,Test2,SMOTENC,RF-15ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-15ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-15ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-15ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-15ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-15ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-20ep-s1730465472,BENIGN,14364,283,353
1730465472,Test2,SMOTENC,MLP-20ep-s1730465472,DoS Slowhttptest,113,1412,125
1730465472,Test2,SMOTENC,MLP-20ep-s1730465472,DoS slowloris,32,77,1630
1730465472,Test2,SMOTENC,LogReg-20ep-s1730465472,BENIGN,14626,161,213
1730465472,Test2,SMOTENC,LogReg-20ep-s1730465472,DoS Slowhttptest,5,1607,38
1730465472,Test2,SMOTENC,LogReg-20ep-s1730465472,DoS slowloris,3,37,1699
1730465472,Test2,SMOTENC,RF-20ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-20ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-20ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-20ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-20ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-20ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-25ep-s1730465472,BENIGN,14341,399,260
1730465472,Test2,SMOTENC,MLP-25ep-s1730465472,DoS Slowhttptest,121,1199,330
1730465472,Test2,SMOTENC,MLP-25ep-s1730465472,DoS slowloris,254,35,1450
1730465472,Test2,SMOTENC,LogReg-25ep-s1730465472,BENIGN,14636,156,208
1730465472,Test2,SMOTENC,LogReg-25ep-s1730465472,DoS Slowhttptest,5,1623,22
1730465472,Test2,SMOTENC,LogReg-25ep-s1730465472,DoS slowloris,2,40,1697
1730465472,Test2,SMOTENC,RF-25ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-25ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-25ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-25ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-25ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-25ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-30ep-s1730465472,BENIGN,14502,179,319
1730465472,Test2,SMOTENC,MLP-30ep-s1730465472,DoS Slowhttptest,72,1463,115
1730465472,Test2,SMOTENC,MLP-30ep-s1730465472,DoS slowloris,20,73,1646
1730465472,Test2,SMOTENC,LogReg-30ep-s1730465472,BENIGN,14590,205,205
1730465472,Test2,SMOTENC,LogReg-30ep-s1730465472,DoS Slowhttptest,6,1604,40
1730465472,Test2,SMOTENC,LogReg-30ep-s1730465472,DoS slowloris,3,39,1697
1730465472,Test2,SMOTENC,RF-30ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-30ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-30ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-30ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-30ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-30ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-50ep-s1730465472,BENIGN,14724,37,239
1730465472,Test2,SMOTENC,MLP-50ep-s1730465472,DoS Slowhttptest,129,1417,104
1730465472,Test2,SMOTENC,MLP-50ep-s1730465472,DoS slowloris,36,50,1653
1730465472,Test2,SMOTENC,LogReg-50ep-s1730465472,BENIGN,14682,159,159
1730465472,Test2,SMOTENC,LogReg-50ep-s1730465472,DoS Slowhttptest,5,1627,18
1730465472,Test2,SMOTENC,LogReg-50ep-s1730465472,DoS slowloris,3,37,1699
1730465472,Test2,SMOTENC,RF-50ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-50ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-50ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-50ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-50ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-50ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,SMOTENC,MLP-100ep-s1730465472,BENIGN,14724,37,239
1730465472,Test2,SMOTENC,MLP-100ep-s1730465472,DoS Slowhttptest,129,1417,104
1730465472,Test2,SMOTENC,MLP-100ep-s1730465472,DoS slowloris,36,50,1653
1730465472,Test2,SMOTENC,LogReg-100ep-s1730465472,BENIGN,14729,133,138
1730465472,Test2,SMOTENC,LogReg-100ep-s1730465472,DoS Slowhttptest,6,1635,9
1730465472,Test2,SMOTENC,LogReg-100ep-s1730465472,DoS slowloris,2,36,1701
1730465472,Test2,SMOTENC,RF-100ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,SMOTENC,RF-100ep-s1730465472,DoS Slowhttptest,7,1640,3
1730465472,Test2,SMOTENC,RF-100ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,SMOTENC,XGB-100ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,SMOTENC,XGB-100ep-s1730465472,DoS Slowhttptest,1,1646,3
1730465472,Test2,SMOTENC,XGB-100ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-1ep-s1730465472,BENIGN,13209,1368,423
1730465472,Test2,CVAE,MLP-1ep-s1730465472,DoS Slowhttptest,108,1427,115
1730465472,Test2,CVAE,MLP-1ep-s1730465472,DoS slowloris,737,122,880
1730465472,Test2,CVAE,LogReg-1ep-s1730465472,BENIGN,13223,784,993
1730465472,Test2,CVAE,LogReg-1ep-s1730465472,DoS Slowhttptest,264,1012,374
1730465472,Test2,CVAE,LogReg-1ep-s1730465472,DoS slowloris,770,25,944
1730465472,Test2,CVAE,RF-1ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-1ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-1ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-1ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-1ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-1ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-2ep-s1730465472,BENIGN,14364,219,417
1730465472,Test2,CVAE,MLP-2ep-s1730465472,DoS Slowhttptest,163,1315,172
1730465472,Test2,CVAE,MLP-2ep-s1730465472,DoS slowloris,254,78,1407
1730465472,Test2,CVAE,LogReg-2ep-s1730465472,BENIGN,12975,930,1095
1730465472,Test2,CVAE,LogReg-2ep-s1730465472,DoS Slowhttptest,185,1342,123
1730465472,Test2,CVAE,LogReg-2ep-s1730465472,DoS slowloris,97,81,1561
1730465472,Test2,CVAE,RF-2ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-2ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-2ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-2ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-2ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-2ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-3ep-s1730465472,BENIGN,14639,18,343
1730465472,Test2,CVAE,MLP-3ep-s1730465472,DoS Slowhttptest,329,1095,226
1730465472,Test2,CVAE,MLP-3ep-s1730465472,DoS slowloris,270,61,1408
1730465472,Test2,CVAE,LogReg-3ep-s1730465472,BENIGN,13008,519,1473
1730465472,Test2,CVAE,LogReg-3ep-s1730465472,DoS Slowhttptest,143,1340,167
1730465472,Test2,CVAE,LogReg-3ep-s1730465472,DoS slowloris,24,102,1613
1730465472,Test2,CVAE,RF-3ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-3ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-3ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-3ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-3ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-3ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-5ep-s1730465472,BENIGN,14521,145,334
1730465472,Test2,CVAE,MLP-5ep-s1730465472,DoS Slowhttptest,254,1295,101
1730465472,Test2,CVAE,MLP-5ep-s1730465472,DoS slowloris,242,86,1411
1730465472,Test2,CVAE,LogReg-5ep-s1730465472,BENIGN,12769,675,1556
1730465472,Test2,CVAE,LogReg-5ep-s1730465472,DoS Slowhttptest,98,1345,207
1730465472,Test2,CVAE,LogReg-5ep-s1730465472,DoS slowloris,21,72,1646
1730465472,Test2,CVAE,RF-5ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-5ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-5ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-5ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-5ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-5ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-10ep-s1730465472,BENIGN,14619,275,106
1730465472,Test2,CVAE,MLP-10ep-s1730465472,DoS Slowhttptest,136,1338,176
1730465472,Test2,CVAE,MLP-10ep-s1730465472,DoS slowloris,554,69,1116
1730465472,Test2,CVAE,LogReg-10ep-s1730465472,BENIGN,14132,331,537
1730465472,Test2,CVAE,LogReg-10ep-s1730465472,DoS Slowhttptest,72,1455,123
1730465472,Test2,CVAE,LogReg-10ep-s1730465472,DoS slowloris,9,105,1625
1730465472,Test2,CVAE,RF-10ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-10ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-10ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-10ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-10ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-10ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-15ep-s1730465472,BENIGN,14575,123,302
1730465472,Test2,CVAE,MLP-15ep-s1730465472,DoS Slowhttptest,65,1187,398
1730465472,Test2,CVAE,MLP-15ep-s1730465472,DoS slowloris,255,7,1477
1730465472,Test2,CVAE,LogReg-15ep-s1730465472,BENIGN,14379,233,388
1730465472,Test2,CVAE,LogReg-15ep-s1730465472,DoS Slowhttptest,73,1453,124
1730465472,Test2,CVAE,LogReg-15ep-s1730465472,DoS slowloris,67,67,1605
1730465472,Test2,CVAE,RF-15ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-15ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-15ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-15ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-15ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-15ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-20ep-s1730465472,BENIGN,14618,83,299
1730465472,Test2,CVAE,MLP-20ep-s1730465472,DoS Slowhttptest,127,1402,121
1730465472,Test2,CVAE,MLP-20ep-s1730465472,DoS slowloris,184,91,1464
1730465472,Test2,CVAE,LogReg-20ep-s1730465472,BENIGN,14376,167,457
1730465472,Test2,CVAE,LogReg-20ep-s1730465472,DoS Slowhttptest,68,1462,120
1730465472,Test2,CVAE,LogReg-20ep-s1730465472,DoS slowloris,70,46,1623
1730465472,Test2,CVAE,RF-20ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-20ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-20ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-20ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-20ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-20ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-25ep-s1730465472,BENIGN,14274,472,254
1730465472,Test2,CVAE,MLP-25ep-s1730465472,DoS Slowhttptest,18,1604,28
1730465472,Test2,CVAE,MLP-25ep-s1730465472,DoS slowloris,209,640,890
1730465472,Test2,CVAE,LogReg-25ep-s1730465472,BENIGN,14459,138,403
1730465472,Test2,CVAE,LogReg-25ep-s1730465472,DoS Slowhttptest,66,1461,123
1730465472,Test2,CVAE,LogReg-25ep-s1730465472,DoS slowloris,31,37,1671
1730465472,Test2,CVAE,RF-25ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-25ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-25ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-25ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-25ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-25ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-30ep-s1730465472,BENIGN,14469,223,308
1730465472,Test2,CVAE,MLP-30ep-s1730465472,DoS Slowhttptest,105,1371,174
1730465472,Test2,CVAE,MLP-30ep-s1730465472,DoS slowloris,201,46,1492
1730465472,Test2,CVAE,LogReg-30ep-s1730465472,BENIGN,14467,165,368
1730465472,Test2,CVAE,LogReg-30ep-s1730465472,DoS Slowhttptest,27,1511,112
1730465472,Test2,CVAE,LogReg-30ep-s1730465472,DoS slowloris,16,70,1653
1730465472,Test2,CVAE,RF-30ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-30ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-30ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-30ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-30ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-30ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-50ep-s1730465472,BENIGN,14670,72,258
1730465472,Test2,CVAE,MLP-50ep-s1730465472,DoS Slowhttptest,121,1163,366
1730465472,Test2,CVAE,MLP-50ep-s1730465472,DoS slowloris,200,35,1504
1730465472,Test2,CVAE,LogReg-50ep-s1730465472,BENIGN,14517,168,315
1730465472,Test2,CVAE,LogReg-50ep-s1730465472,DoS Slowhttptest,10,1513,127
1730465472,Test2,CVAE,LogReg-50ep-s1730465472,DoS slowloris,7,34,1698
1730465472,Test2,CVAE,RF-50ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-50ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-50ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-50ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-50ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-50ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,CVAE,MLP-100ep-s1730465472,BENIGN,14670,72,258
1730465472,Test2,CVAE,MLP-100ep-s1730465472,DoS Slowhttptest,121,1163,366
1730465472,Test2,CVAE,MLP-100ep-s1730465472,DoS slowloris,200,35,1504
1730465472,Test2,CVAE,LogReg-100ep-s1730465472,BENIGN,14650,164,186
1730465472,Test2,CVAE,LogReg-100ep-s1730465472,DoS Slowhttptest,9,1550,91
1730465472,Test2,CVAE,LogReg-100ep-s1730465472,DoS slowloris,6,35,1698
1730465472,Test2,CVAE,RF-100ep-s1730465472,BENIGN,14999,1,0
1730465472,Test2,CVAE,RF-100ep-s1730465472,DoS Slowhttptest,5,1640,5
1730465472,Test2,CVAE,RF-100ep-s1730465472,DoS slowloris,2,6,1731
1730465472,Test2,CVAE,XGB-100ep-s1730465472,BENIGN,15000,0,0
1730465472,Test2,CVAE,XGB-100ep-s1730465472,DoS Slowhttptest,2,1645,3
1730465472,Test2,CVAE,XGB-100ep-s1730465472,DoS slowloris,2,2,1735
1730465472,Test2,GAN,MLP-1ep-s1730465472,BENIGN,13586,674,740
1730465472,Test2,GAN,MLP-1ep-s1730465472,DoS Slowhttptest,384,1104,162
