Seed,Scenario,Augmentation,Model,ActualClass,Pred_BENIGN,Pred_DoS Slowhttptest,Pred_DoS slowloris
1362507843,Test2,CVAE,XGB-50ep-s1362507843,DoS Slowhttptest,1,1634,15
1362507843,Test2,CVAE,XGB-50ep-s1362507843,DoS slowloris,5,6,1728
1362507843,Test2,CVAE,MLP-100ep-s1362507843,BENIGN,14766,17,217
1362507843,Test2,CVAE,MLP-100ep-s1362507843,DoS Slowhttptest,123,1399,128
1362507843,Test2,CVAE,MLP-100ep-s1362507843,DoS slowloris,29,58,1652
1362507843,Test2,CVAE,LogReg-100ep-s1362507843,BENIGN,14566,115,319
1362507843,Test2,CVAE,LogReg-100ep-s1362507843,DoS Slowhttptest,8,1542,100
1362507843,Test2,CVAE,LogReg-100ep-s1362507843,DoS slowloris,8,60,1671
1362507843,Test2,CVAE,RF-100ep-s1362507843,BENIGN,14997,2,1
1362507843,Test2,CVAE,RF-100ep-s1362507843,DoS Slowhttptest,10,1632,8
1362507843,Test2,CVAE,RF-100ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,CVAE,XGB-100ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,CVAE,XGB-100ep-s1362507843,DoS Slowhttptest,1,1634,15
1362507843,Test2,CVAE,XGB-100ep-s1362507843,DoS slowloris,5,6,1728
1362507843,Test2,GAN,MLP-1ep-s1362507843,BENIGN,12135,284,2581
1362507843,Test2,GAN,MLP-1ep-s1362507843,DoS Slowhttptest,194,1316,140
1362507843,Test2,GAN,MLP-1ep-s1362507843,DoS slowloris,242,88,1409
1362507843,Test2,GAN,LogReg-1ep-s1362507843,BENIGN,13024,1027,949
1362507843,Test2,GAN,LogReg-1ep-s1362507843,DoS Slowhttptest,236,1045,369
1362507843,Test2,GAN,LogReg-1ep-s1362507843,DoS slowloris,749,53,937
1362507843,Test2,GAN,RF-1ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-1ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-1ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-1ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-1ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-1ep-s1362507843,DoS slowloris,5,12,1722
1362507843,Test2,GAN,MLP-2ep-s1362507843,BENIGN,11125,2251,1624
1362507843,Test2,GAN,MLP-2ep-s1362507843,DoS Slowhttptest,135,1481,34
1362507843,Test2,GAN,MLP-2ep-s1362507843,DoS slowloris,767,150,822
1362507843,Test2,GAN,LogReg-2ep-s1362507843,BENIGN,12666,1215,1119
1362507843,Test2,GAN,LogReg-2ep-s1362507843,DoS Slowhttptest,156,1343,151
1362507843,Test2,GAN,LogReg-2ep-s1362507843,DoS slowloris,95,104,1540
1362507843,Test2,GAN,RF-2ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-2ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-2ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-2ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-2ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-2ep-s1362507843,DoS slowloris,5,12,1722
1362507843,Test2,GAN,MLP-3ep-s1362507843,BENIGN,14075,402,523
1362507843,Test2,GAN,MLP-3ep-s1362507843,DoS Slowhttptest,121,1493,36
1362507843,Test2,GAN,MLP-3ep-s1362507843,DoS slowloris,540,171,1028
1362507843,Test2,GAN,LogReg-3ep-s1362507843,BENIGN,12405,874,1721
1362507843,Test2,GAN,LogReg-3ep-s1362507843,DoS Slowhttptest,126,1349,175
1362507843,Test2,GAN,LogReg-3ep-s1362507843,DoS slowloris,33,123,1583
1362507843,Test2,GAN,RF-3ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-3ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-3ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-3ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-3ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-3ep-s1362507843,DoS slowloris,5,12,1722
1362507843,Test2,GAN,MLP-5ep-s1362507843,BENIGN,14021,809,170
1362507843,Test2,GAN,MLP-5ep-s1362507843,DoS Slowhttptest,263,1336,51
1362507843,Test2,GAN,MLP-5ep-s1362507843,DoS slowloris,564,139,1036
1362507843,Test2,GAN,LogReg-5ep-s1362507843,BENIGN,11941,574,2485
1362507843,Test2,GAN,LogReg-5ep-s1362507843,DoS Slowhttptest,5,1439,206
1362507843,Test2,GAN,LogReg-5ep-s1362507843,DoS slowloris,5,108,1626
1362507843,Test2,GAN,RF-5ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-5ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-5ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-5ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-5ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-5ep-s1362507843,DoS slowloris,5,12,1722
1362507843,Test2,GAN,MLP-10ep-s1362507843,BENIGN,14557,127,316
1362507843,Test2,GAN,MLP-10ep-s1362507843,DoS Slowhttptest,247,1096,307
1362507843,Test2,GAN,MLP-10ep-s1362507843,DoS slowloris,184,42,1513
1362507843,Test2,GAN,LogReg-10ep-s1362507843,BENIGN,13975,200,825
1362507843,Test2,GAN,LogReg-10ep-s1362507843,DoS Slowhttptest,66,1457,127
1362507843,Test2,GAN,LogReg-10ep-s1362507843,DoS slowloris,37,120,1582
1362507843,Test2,GAN,RF-10ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-10ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-10ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-10ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-10ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-10ep-s1362507843,DoS slowloris,5,12,1722
1362507843,Test2,GAN,MLP-15ep-s1362507843,BENIGN,14505,91,404
1362507843,Test2,GAN,MLP-15ep-s1362507843,DoS Slowhttptest,130,1392,128
1362507843,Test2,GAN,MLP-15ep-s1362507843,DoS slowloris,206,62,1471
1362507843,Test2,GAN,LogReg-15ep-s1362507843,BENIGN,13944,323,733
1362507843,Test2,GAN,LogReg-15ep-s1362507843,DoS Slowhttptest,39,1590,21
1362507843,Test2,GAN,LogReg-15ep-s1362507843,DoS slowloris,36,61,1642
1362507843,Test2,GAN,RF-15ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-15ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-15ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-15ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-15ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-15ep-s1362507843,DoS slowloris,5,12,1722
1362507843,Test2,GAN,MLP-20ep-s1362507843,BENIGN,14358,39,603
1362507843,Test2,GAN,MLP-20ep-s1362507843,DoS Slowhttptest,16,1378,256
1362507843,Test2,GAN,MLP-20ep-s1362507843,DoS slowloris,181,73,1485
1362507843,Test2,GAN,LogReg-20ep-s1362507843,BENIGN,14246,227,527
1362507843,Test2,GAN,LogReg-20ep-s1362507843,DoS Slowhttptest,23,1613,14
1362507843,Test2,GAN,LogReg-20ep-s1362507843,DoS slowloris,36,40,1663
1362507843,Test2,GAN,RF-20ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-20ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-20ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-20ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-20ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-20ep-s1362507843,DoS slowloris,5,12,1722
1362507843,Test2,GAN,MLP-25ep-s1362507843,BENIGN,14623,54,323
1362507843,Test2,GAN,MLP-25ep-s1362507843,DoS Slowhttptest,130,1390,130
1362507843,Test2,GAN,MLP-25ep-s1362507843,DoS slowloris,184,79,1476
1362507843,Test2,GAN,LogReg-25ep-s1362507843,BENIGN,14272,260,468
1362507843,Test2,GAN,LogReg-25ep-s1362507843,DoS Slowhttptest,40,1541,69
1362507843,Test2,GAN,LogReg-25ep-s1362507843,DoS slowloris,36,31,1672
1362507843,Test2,GAN,RF-25ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-25ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-25ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-25ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-25ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-25ep-s1362507843,DoS slowloris,5,12,1722
1362507843,Test2,GAN,MLP-30ep-s1362507843,BENIGN,14604,44,352
1362507843,Test2,GAN,MLP-30ep-s1362507843,DoS Slowhttptest,135,1398,117
1362507843,Test2,GAN,MLP-30ep-s1362507843,DoS slowloris,184,78,1477
1362507843,Test2,GAN,LogReg-30ep-s1362507843,BENIGN,14271,224,505
1362507843,Test2,GAN,LogReg-30ep-s1362507843,DoS Slowhttptest,41,1558,51
1362507843,Test2,GAN,LogReg-30ep-s1362507843,DoS slowloris,11,28,1700
1362507843,Test2,GAN,RF-30ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-30ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-30ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-30ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-30ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-30ep-s1362507843,DoS slowloris,5,12,1722
1362507843,Test2,GAN,MLP-50ep-s1362507843,BENIGN,14746,211,43
1362507843,Test2,GAN,MLP-50ep-s1362507843,DoS Slowhttptest,75,1538,37
1362507843,Test2,GAN,MLP-50ep-s1362507843,DoS slowloris,381,143,1215
1362507843,Test2,GAN,LogReg-50ep-s1362507843,BENIGN,14408,237,355
1362507843,Test2,GAN,LogReg-50ep-s1362507843,DoS Slowhttptest,14,1614,22
1362507843,Test2,GAN,LogReg-50ep-s1362507843,DoS slowloris,7,38,1694
1362507843,Test2,GAN,RF-50ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-50ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-50ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-50ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-50ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-50ep-s1362507843,DoS slowloris,5,12,1722
1362507843,Test2,GAN,MLP-100ep-s1362507843,BENIGN,14921,24,55
1362507843,Test2,GAN,MLP-100ep-s1362507843,DoS Slowhttptest,90,1455,105
1362507843,Test2,GAN,MLP-100ep-s1362507843,DoS slowloris,373,52,1314
1362507843,Test2,GAN,LogReg-100ep-s1362507843,BENIGN,14542,221,237
1362507843,Test2,GAN,LogReg-100ep-s1362507843,DoS Slowhttptest,15,1625,10
1362507843,Test2,GAN,LogReg-100ep-s1362507843,DoS slowloris,8,38,1693
1362507843,Test2,GAN,RF-100ep-s1362507843,BENIGN,14997,3,0
1362507843,Test2,GAN,RF-100ep-s1362507843,DoS Slowhttptest,9,1633,8
1362507843,Test2,GAN,RF-100ep-s1362507843,DoS slowloris,9,2,1728
1362507843,Test2,GAN,XGB-100ep-s1362507843,BENIGN,14998,1,1
1362507843,Test2,GAN,XGB-100ep-s1362507843,DoS Slowhttptest,1,1638,11
1362507843,Test2,GAN,XGB-100ep-s1362507843,DoS slowloris,5,12,1722
1523173961,Test2,None,MLP-1ep-s1523173961,BENIGN,11907,2971,122
1523173961,Test2,None,MLP-1ep-s1523173961,DoS Slowhttptest,304,1298,48
1523173961,Test2,None,MLP-1ep-s1523173961,DoS slowloris,633,113,993
1523173961,Test2,None,LogReg-1ep-s1523173961,BENIGN,13025,1032,943
1523173961,Test2,None,LogReg-1ep-s1523173961,DoS Slowhttptest,233,1041,376
1523173961,Test2,None,LogReg-1ep-s1523173961,DoS slowloris,743,45,951
1523173961,Test2,None,RF-1ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-1ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-1ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-1ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-1ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-1ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,None,MLP-2ep-s1523173961,BENIGN,14482,69,449
1523173961,Test2,None,MLP-2ep-s1523173961,DoS Slowhttptest,292,1237,121
1523173961,Test2,None,MLP-2ep-s1523173961,DoS slowloris,283,74,1382
1523173961,Test2,None,LogReg-2ep-s1523173961,BENIGN,12706,1234,1060
1523173961,Test2,None,LogReg-2ep-s1523173961,DoS Slowhttptest,164,1356,130
1523173961,Test2,None,LogReg-2ep-s1523173961,DoS slowloris,102,111,1526
1523173961,Test2,None,RF-2ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-2ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-2ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-2ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-2ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-2ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,None,MLP-3ep-s1523173961,BENIGN,14027,631,342
1523173961,Test2,None,MLP-3ep-s1523173961,DoS Slowhttptest,190,1332,128
1523173961,Test2,None,MLP-3ep-s1523173961,DoS slowloris,253,129,1357
1523173961,Test2,None,LogReg-3ep-s1523173961,BENIGN,12443,942,1615
1523173961,Test2,None,LogReg-3ep-s1523173961,DoS Slowhttptest,152,1344,154
1523173961,Test2,None,LogReg-3ep-s1523173961,DoS slowloris,34,136,1569
1523173961,Test2,None,RF-3ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-3ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-3ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-3ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-3ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-3ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,None,MLP-5ep-s1523173961,BENIGN,13338,375,1287
1523173961,Test2,None,MLP-5ep-s1523173961,DoS Slowhttptest,154,1374,122
1523173961,Test2,None,MLP-5ep-s1523173961,DoS slowloris,279,96,1364
1523173961,Test2,None,LogReg-5ep-s1523173961,BENIGN,12023,574,2403
1523173961,Test2,None,LogReg-5ep-s1523173961,DoS Slowhttptest,9,1423,218
1523173961,Test2,None,LogReg-5ep-s1523173961,DoS slowloris,26,101,1612
1523173961,Test2,None,RF-5ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-5ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-5ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-5ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-5ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-5ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,None,MLP-10ep-s1523173961,BENIGN,14885,42,73
1523173961,Test2,None,MLP-10ep-s1523173961,DoS Slowhttptest,135,1391,124
1523173961,Test2,None,MLP-10ep-s1523173961,DoS slowloris,576,82,1081
1523173961,Test2,None,LogReg-10ep-s1523173961,BENIGN,13908,214,878
1523173961,Test2,None,LogReg-10ep-s1523173961,DoS Slowhttptest,78,1455,117
1523173961,Test2,None,LogReg-10ep-s1523173961,DoS slowloris,39,150,1550
1523173961,Test2,None,RF-10ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-10ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-10ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-10ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-10ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-10ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,None,MLP-15ep-s1523173961,BENIGN,14483,454,63
1523173961,Test2,None,MLP-15ep-s1523173961,DoS Slowhttptest,131,1394,125
1523173961,Test2,None,MLP-15ep-s1523173961,DoS slowloris,585,82,1072
1523173961,Test2,None,LogReg-15ep-s1523173961,BENIGN,13975,339,686
1523173961,Test2,None,LogReg-15ep-s1523173961,DoS Slowhttptest,24,1607,19
1523173961,Test2,None,LogReg-15ep-s1523173961,DoS slowloris,33,53,1653
1523173961,Test2,None,RF-15ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-15ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-15ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-15ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-15ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-15ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,None,MLP-20ep-s1523173961,BENIGN,14552,97,351
1523173961,Test2,None,MLP-20ep-s1523173961,DoS Slowhttptest,26,1483,141
1523173961,Test2,None,MLP-20ep-s1523173961,DoS slowloris,271,61,1407
1523173961,Test2,None,LogReg-20ep-s1523173961,BENIGN,14157,297,546
1523173961,Test2,None,LogReg-20ep-s1523173961,DoS Slowhttptest,32,1589,29
1523173961,Test2,None,LogReg-20ep-s1523173961,DoS slowloris,33,56,1650
1523173961,Test2,None,RF-20ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-20ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-20ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-20ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-20ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-20ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,None,MLP-25ep-s1523173961,BENIGN,14324,143,533
1523173961,Test2,None,MLP-25ep-s1523173961,DoS Slowhttptest,20,1593,37
1523173961,Test2,None,MLP-25ep-s1523173961,DoS slowloris,91,593,1055
1523173961,Test2,None,LogReg-25ep-s1523173961,BENIGN,14240,258,502
1523173961,Test2,None,LogReg-25ep-s1523173961,DoS Slowhttptest,35,1603,12
1523173961,Test2,None,LogReg-25ep-s1523173961,DoS slowloris,32,43,1664
1523173961,Test2,None,RF-25ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-25ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-25ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-25ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-25ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-25ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,None,MLP-30ep-s1523173961,BENIGN,14712,23,265
1523173961,Test2,None,MLP-30ep-s1523173961,DoS Slowhttptest,131,1354,165
1523173961,Test2,None,MLP-30ep-s1523173961,DoS slowloris,258,53,1428
1523173961,Test2,None,LogReg-30ep-s1523173961,BENIGN,14305,221,474
1523173961,Test2,None,LogReg-30ep-s1523173961,DoS Slowhttptest,17,1623,10
1523173961,Test2,None,LogReg-30ep-s1523173961,DoS slowloris,33,46,1660
1523173961,Test2,None,RF-30ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-30ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-30ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-30ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-30ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-30ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,None,MLP-50ep-s1523173961,BENIGN,14948,22,30
1523173961,Test2,None,MLP-50ep-s1523173961,DoS Slowhttptest,965,570,115
1523173961,Test2,None,MLP-50ep-s1523173961,DoS slowloris,405,74,1260
1523173961,Test2,None,LogReg-50ep-s1523173961,BENIGN,14364,228,408
1523173961,Test2,None,LogReg-50ep-s1523173961,DoS Slowhttptest,12,1611,27
1523173961,Test2,None,LogReg-50ep-s1523173961,DoS slowloris,10,50,1679
1523173961,Test2,None,RF-50ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-50ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-50ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-50ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-50ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-50ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,None,MLP-100ep-s1523173961,BENIGN,14758,17,225
1523173961,Test2,None,MLP-100ep-s1523173961,DoS Slowhttptest,109,1422,119
1523173961,Test2,None,MLP-100ep-s1523173961,DoS slowloris,247,43,1449
1523173961,Test2,None,LogReg-100ep-s1523173961,BENIGN,14497,219,284
1523173961,Test2,None,LogReg-100ep-s1523173961,DoS Slowhttptest,16,1628,6
1523173961,Test2,None,LogReg-100ep-s1523173961,DoS slowloris,11,43,1685
1523173961,Test2,None,RF-100ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,None,RF-100ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,None,RF-100ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,None,XGB-100ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,None,XGB-100ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,None,XGB-100ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,SMOTENC,MLP-1ep-s1523173961,BENIGN,11907,2971,122
1523173961,Test2,SMOTENC,MLP-1ep-s1523173961,DoS Slowhttptest,304,1298,48
1523173961,Test2,SMOTENC,MLP-1ep-s1523173961,DoS slowloris,633,113,993
1523173961,Test2,SMOTENC,LogReg-1ep-s1523173961,BENIGN,13025,1032,943
1523173961,Test2,SMOTENC,LogReg-1ep-s1523173961,DoS Slowhttptest,233,1041,376
1523173961,Test2,SMOTENC,LogReg-1ep-s1523173961,DoS slowloris,743,45,951
1523173961,Test2,SMOTENC,RF-1ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,SMOTENC,RF-1ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,SMOTENC,RF-1ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,SMOTENC,XGB-1ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,SMOTENC,XGB-1ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,SMOTENC,XGB-1ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,SMOTENC,MLP-2ep-s1523173961,BENIGN,14482,69,449
1523173961,Test2,SMOTENC,MLP-2ep-s1523173961,DoS Slowhttptest,292,1237,121
1523173961,Test2,SMOTENC,MLP-2ep-s1523173961,DoS slowloris,283,74,1382
1523173961,Test2,SMOTENC,LogReg-2ep-s1523173961,BENIGN,12706,1234,1060
1523173961,Test2,SMOTENC,LogReg-2ep-s1523173961,DoS Slowhttptest,164,1356,130
1523173961,Test2,SMOTENC,LogReg-2ep-s1523173961,DoS slowloris,102,111,1526
1523173961,Test2,SMOTENC,RF-2ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,SMOTENC,RF-2ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,SMOTENC,RF-2ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,SMOTENC,XGB-2ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,SMOTENC,XGB-2ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,SMOTENC,XGB-2ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,SMOTENC,MLP-3ep-s1523173961,BENIGN,14027,631,342
1523173961,Test2,SMOTENC,MLP-3ep-s1523173961,DoS Slowhttptest,190,1332,128
1523173961,Test2,SMOTENC,MLP-3ep-s1523173961,DoS slowloris,253,129,1357
1523173961,Test2,SMOTENC,LogReg-3ep-s1523173961,BENIGN,12443,942,1615
1523173961,Test2,SMOTENC,LogReg-3ep-s1523173961,DoS Slowhttptest,152,1344,154
1523173961,Test2,SMOTENC,LogReg-3ep-s1523173961,DoS slowloris,34,136,1569
1523173961,Test2,SMOTENC,RF-3ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,SMOTENC,RF-3ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,SMOTENC,RF-3ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,SMOTENC,XGB-3ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,SMOTENC,XGB-3ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,SMOTENC,XGB-3ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,SMOTENC,MLP-5ep-s1523173961,BENIGN,13338,375,1287
1523173961,Test2,SMOTENC,MLP-5ep-s1523173961,DoS Slowhttptest,154,1374,122
1523173961,Test2,SMOTENC,MLP-5ep-s1523173961,DoS slowloris,279,96,1364
1523173961,Test2,SMOTENC,LogReg-5ep-s1523173961,BENIGN,12023,574,2403
1523173961,Test2,SMOTENC,LogReg-5ep-s1523173961,DoS Slowhttptest,9,1423,218
1523173961,Test2,SMOTENC,LogReg-5ep-s1523173961,DoS slowloris,26,101,1612
1523173961,Test2,SMOTENC,RF-5ep-s1523173961,BENIGN,14998,2,0
1523173961,Test2,SMOTENC,RF-5ep-s1523173961,DoS Slowhttptest,7,1637,6
1523173961,Test2,SMOTENC,RF-5ep-s1523173961,DoS slowloris,10,2,1727
1523173961,Test2,SMOTENC,XGB-5ep-s1523173961,BENIGN,14999,1,0
1523173961,Test2,SMOTENC,XGB-5ep-s1523173961,DoS Slowhttptest,5,1639,6
1523173961,Test2,SMOTENC,XGB-5ep-s1523173961,DoS slowloris,7,5,1727
1523173961,Test2,SMOTENC,MLP-10ep-s1523173961,BENIGN,14885,42,73
1523173961,Test2,SMOTENC,MLP-10ep-s1523173961,DoS Slowhttptest,135,1391,124
1523173961,Test2,SMOTENC,MLP-10ep-s1523173961,DoS slowloris,576,82,1081
1523173961,Test2,SMOTENC,LogReg-10ep-s1523173961,BENIGN,13908,214,878
