Scenario,Augmentation,Model,Class,Precision,Recall,F1-Score,Support,TotalSamples
Test2,GAN,RF-20ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,GAN,RF-20ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,GAN,RF-20ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,GAN,RF-25ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,GAN,RF-25ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,GAN,RF-25ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,GAN,RF-2ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,GAN,RF-2ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,GAN,RF-2ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,GAN,RF-30ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,GAN,RF-30ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,GAN,RF-30ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,GAN,RF-3ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,GAN,RF-3ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,GAN,RF-3ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,GAN,RF-50ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,GAN,RF-50ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,GAN,RF-50ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,GAN,RF-5ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,GAN,RF-5ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,GAN,RF-5ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,GAN,XGB-100ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-100ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-100ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,GAN,XGB-10ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-10ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-10ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,GAN,XGB-15ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-15ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-15ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,GAN,XGB-1ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-1ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-1ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,GAN,XGB-20ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-20ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-20ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,GAN,XGB-25ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-25ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-25ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,GAN,XGB-2ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-2ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-2ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,GAN,XGB-30ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-30ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-30ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,GAN,XGB-3ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-3ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-3ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,GAN,XGB-50ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-50ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-50ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,GAN,XGB-5ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,GAN,XGB-5ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,GAN,XGB-5ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,LogReg-100ep-avg,BENIGN,0.998803874422458,0.97608,0.9873006550789768,15000.0,50000.0
Test2,None,LogReg-100ep-avg,DoS Slowhttptest,0.896221527580076,0.9876363636363636,0.939468953313128,1650.0,5499.0
Test2,None,LogReg-100ep-avg,DoS slowloris,0.8893229639207559,0.9761357101782634,0.9305472262828116,1739.0,5796.0
Test2,None,LogReg-10ep-avg,BENIGN,0.9933195129864739,0.9373400000000001,0.9644825521240664,15000.0,50000.0
Test2,None,LogReg-10ep-avg,DoS Slowhttptest,0.8158887884812852,0.8844242424242423,0.8486562904679351,1650.0,5499.0
Test2,None,LogReg-10ep-avg,DoS slowloris,0.6530652860748832,0.9127659574468086,0.7602848542956311,1739.0,5796.0
Test2,None,LogReg-15ep-avg,BENIGN,0.9961250857504386,0.9473933333333333,0.9710377645357606,15000.0,50000.0
Test2,None,LogReg-15ep-avg,DoS Slowhttptest,0.8305688612715889,0.9709696969696969,0.8950359095804525,1650.0,5499.0
Test2,None,LogReg-15ep-avg,DoS slowloris,0.7609870213634555,0.9466359976998275,0.8409232879158008,1739.0,5796.0
Test2,None,LogReg-1ep-avg,BENIGN,0.9309237067599103,0.86602,0.897294725226001,15000.0,50000.0
Test2,None,LogReg-1ep-avg,DoS Slowhttptest,0.5016914024527843,0.6485454545454545,0.5656798346624055,1650.0,5499.0
Test2,None,LogReg-1ep-avg,DoS slowloris,0.41303606479256094,0.5463484761357102,0.47039482414962697,1739.0,5796.0
Test2,None,LogReg-20ep-avg,BENIGN,0.9972244217633037,0.95672,0.9764996239418083,15000.0,50000.0
Test2,None,LogReg-20ep-avg,DoS Slowhttptest,0.8626974675644521,0.9738181818181818,0.9145748287740636,1650.0,5499.0
Test2,None,LogReg-20ep-avg,DoS slowloris,0.78746864317945,0.959401955146636,0.8635603454340026,1739.0,5796.0
Test2,None,LogReg-25ep-avg,BENIGN,0.9966349500843975,0.961,0.9784682894779564,15000.0,50000.0
Test2,None,LogReg-25ep-avg,DoS Slowhttptest,0.8712549001236976,0.9645454545454545,0.9152650239814232,1650.0,5499.0
Test2,None,LogReg-25ep-avg,DoS slowloris,0.8045866434323365,0.966877515813686,0.8775996370593961,1739.0,5796.0
Test2,None,LogReg-2ep-avg,BENIGN,0.980930948272932,0.8438000000000001,0.9072079452598769,15000.0,50000.0
Test2,None,LogReg-2ep-avg,DoS Slowhttptest,0.5038486501267652,0.8243636363636364,0.6253409023284497,1650.0,5499.0
Test2,None,LogReg-2ep-avg,DoS slowloris,0.5564501194791519,0.8908568142610696,0.684943913278228,1739.0,5796.0
Test2,None,LogReg-30ep-avg,BENIGN,0.9975838693140959,0.9627933333333335,0.9798579872673461,15000.0,50000.0
Test2,None,LogReg-30ep-avg,DoS Slowhttptest,0.8821837788448448,0.9722424242424242,0.9247479685110978,1650.0,5499.0
Test2,None,LogReg-30ep-avg,DoS slowloris,0.8096575488857323,0.9698102357676828,0.8815872798540069,1739.0,5796.0
Test2,None,LogReg-3ep-avg,BENIGN,0.9868776001134043,0.8329333333333333,0.9033842697693084,15000.0,50000.0
Test2,None,LogReg-3ep-avg,DoS Slowhttptest,0.5596382629478768,0.8191515151515152,0.6648205391956965,1650.0,5499.0
Test2,None,LogReg-3ep-avg,DoS slowloris,0.4819091507986288,0.9168487636572744,0.631639386731856,1739.0,5796.0
Test2,None,LogReg-50ep-avg,BENIGN,0.9989742373981171,0.9700933333333334,0.984297858000728,15000.0,50000.0
Test2,None,LogReg-50ep-avg,DoS Slowhttptest,0.8849397193789912,0.982969696969697,0.931113442496127,1650.0,5499.0
Test2,None,LogReg-50ep-avg,DoS slowloris,0.8553629032722853,0.9750431282346176,0.9106746250903729,1739.0,5796.0
Test2,None,LogReg-5ep-avg,BENIGN,0.9985050371544475,0.8126599999999999,0.8959780643243036,15000.0,50000.0
Test2,None,LogReg-5ep-avg,DoS Slowhttptest,0.6761535127500662,0.867939393939394,0.7601015472780713,1650.0,5499.0
Test2,None,LogReg-5ep-avg,DoS slowloris,0.4037625833983946,0.9401955146635999,0.5645358948835366,1739.0,5796.0
Test2,None,MLP-100ep-avg,BENIGN,0.9838866423404363,0.9738,0.9786234901332896,15000.0,50000.0
Test2,None,MLP-100ep-avg,DoS Slowhttptest,0.8550052303506883,0.9006060606060606,0.868103189885978,1650.0,5499.0
Test2,None,MLP-100ep-avg,DoS slowloris,0.830662009245603,0.8230017251293846,0.8171864920820047,1739.0,5796.0
Test2,None,MLP-10ep-avg,BENIGN,0.9647596281769271,0.9745533333333333,0.9695737883756577,15000.0,50000.0
Test2,None,MLP-10ep-avg,DoS Slowhttptest,0.8623266905517049,0.8036363636363637,0.8281767200182488,1650.0,5499.0
Test2,None,MLP-10ep-avg,DoS slowloris,0.7735906643810887,0.7396204715353651,0.7476407602740849,1739.0,5796.0
Test2,None,MLP-15ep-avg,BENIGN,0.9703721351686007,0.9414533333333333,0.9550211770545627,15000.0,50000.0
Test2,None,MLP-15ep-avg,DoS Slowhttptest,0.7687848538469517,0.8576363636363636,0.8026932095573356,1650.0,5499.0
Test2,None,MLP-15ep-avg,DoS slowloris,0.7253785717996258,0.7723979298447383,0.7380278983178551,1739.0,5796.0
Test2,None,MLP-1ep-avg,BENIGN,0.9322325558194681,0.8614733333333333,0.8929161919430367,15000.0,50000.0
Test2,None,MLP-1ep-avg,DoS Slowhttptest,0.5496743485184764,0.7341818181818182,0.5997130369396653,1650.0,5499.0
Test2,None,MLP-1ep-avg,DoS slowloris,0.5693978473975885,0.5531339850488786,0.539933258121412,1739.0,5796.0
Test2,None,MLP-20ep-avg,BENIGN,0.9672565242334146,0.9464,0.9557766003262564,15000.0,50000.0
Test2,None,MLP-20ep-avg,DoS Slowhttptest,0.7627892805247314,0.7972727272727272,0.733140836350508,1650.0,5499.0
Test2,None,MLP-20ep-avg,DoS slowloris,0.7476578670897689,0.7624496837262795,0.7485231163870159,1739.0,5796.0
Test2,None,MLP-25ep-avg,BENIGN,0.9734126893793912,0.9766066666666667,0.9747994339179599,15000.0,50000.0
Test2,None,MLP-25ep-avg,DoS Slowhttptest,0.8465778832043837,0.8962424242424243,0.8664072144362024,1650.0,5499.0
Test2,None,MLP-25ep-avg,DoS slowloris,0.8247402226101134,0.7297297297297297,0.766358294601868,1739.0,5796.0
Test2,None,MLP-2ep-avg,BENIGN,0.9414939442111944,0.9243266666666667,0.9315829657791523,15000.0,50000.0
Test2,None,MLP-2ep-avg,DoS Slowhttptest,0.6990354805839695,0.788969696969697,0.7267071242162803,1650.0,5499.0
Test2,None,MLP-2ep-avg,DoS slowloris,0.6028917662134795,0.5512938470385279,0.5655882092018667,1739.0,5796.0
Test2,None,MLP-30ep-avg,BENIGN,0.9788665403541733,0.9760200000000001,0.9773760532331389,15000.0,50000.0
Test2,None,MLP-30ep-avg,DoS Slowhttptest,0.894815920261818,0.8502424242424242,0.8695653802218108,1650.0,5499.0
Test2,None,MLP-30ep-avg,DoS slowloris,0.7886183037297245,0.834617596319724,0.805950818860973,1739.0,5796.0
Test2,None,MLP-3ep-avg,BENIGN,0.9455488844295188,0.9143399999999999,0.9278915277864715,15000.0,50000.0
Test2,None,MLP-3ep-avg,DoS Slowhttptest,0.6550793608549501,0.8064848484848485,0.6995768255204096,1650.0,5499.0
Test2,None,MLP-3ep-avg,DoS slowloris,0.6080127129875577,0.534502587694077,0.5610548805014763,1739.0,5796.0
Test2,None,MLP-50ep-avg,BENIGN,0.9736525014176053,0.9754533333333333,0.9741734818991008,15000.0,50000.0
Test2,None,MLP-50ep-avg,DoS Slowhttptest,0.8579852269584416,0.842060606060606,0.8336454162992393,1650.0,5499.0
Test2,None,MLP-50ep-avg,DoS slowloris,0.841332391712338,0.8116158711903392,0.8211509854020852,1739.0,5796.0
Test2,None,MLP-5ep-avg,BENIGN,0.9490198787003257,0.9270799999999999,0.9372046710388966,15000.0,50000.0
Test2,None,MLP-5ep-avg,DoS Slowhttptest,0.6587735456198012,0.7806060606060605,0.6826389795793579,1650.0,5499.0
Test2,None,MLP-5ep-avg,DoS slowloris,0.691988240673503,0.5911443358251869,0.6077029231957735,1739.0,5796.0
Test2,None,RF-100ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-100ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-100ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-10ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-10ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-10ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-15ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-15ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-15ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-1ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-1ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-1ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-20ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-20ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-20ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-25ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-25ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-25ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-2ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-2ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-2ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-30ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-30ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-30ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-3ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-3ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-3ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-50ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-50ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-50ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-5ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-5ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-5ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,XGB-100ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-100ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-100ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-10ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-10ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-10ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-15ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-15ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-15ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-1ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-1ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-1ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-20ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-20ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-20ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-25ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-25ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-25ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-2ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-2ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-2ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-30ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-30ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-30ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-3ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-3ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-3ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-50ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-50ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-50ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-5ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-5ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-5ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,SMOTENC,LogReg-100ep-avg,BENIGN,0.9988383928151047,0.97628,0.9874205117089346,15000.0,50000.0
Test2,SMOTENC,LogReg-100ep-avg,DoS Slowhttptest,0.8965175894141935,0.9877575757575758,0.9396779270853314,1650.0,5499.0
Test2,SMOTENC,LogReg-100ep-avg,DoS slowloris,0.8901858803053349,0.9760207015526164,0.9309788408258933,1739.0,5796.0
Test2,SMOTENC,LogReg-10ep-avg,BENIGN,0.9933257650755651,0.9372333333333334,0.9644295410853163,15000.0,50000.0
Test2,SMOTENC,LogReg-10ep-avg,DoS Slowhttptest,0.8154373424028794,0.8844242424242423,0.8484092033449475,1650.0,5499.0
Test2,SMOTENC,LogReg-10ep-avg,DoS slowloris,0.6528426550891935,0.9127659574468086,0.7601414696798678,1739.0,5796.0
Test2,SMOTENC,LogReg-15ep-avg,BENIGN,0.996146562468639,0.9474733333333333,0.9710898662676234,15000.0,50000.0
Test2,SMOTENC,LogReg-15ep-avg,DoS Slowhttptest,0.8314262264878092,0.9711515151515151,0.8955966723012775,1650.0,5499.0
Test2,SMOTENC,LogReg-15ep-avg,DoS slowloris,0.7613843538332102,0.9474985623921794,0.8415621694546205,1739.0,5796.0
Test2,SMOTENC,LogReg-1ep-avg,BENIGN,0.9309237067599103,0.86602,0.897294725226001,15000.0,50000.0
Test2,SMOTENC,LogReg-1ep-avg,DoS Slowhttptest,0.5019790625395791,0.6485454545454545,0.5658620446501752,1650.0,5499.0
Test2,SMOTENC,LogReg-1ep-avg,DoS slowloris,0.41282354795554876,0.5463484761357102,0.4702564244259445,1739.0,5796.0
Test2,SMOTENC,LogReg-20ep-avg,BENIGN,0.9971943566082248,0.9556533333333332,0.9759202419218074,15000.0,50000.0
Test2,SMOTENC,LogReg-20ep-avg,DoS Slowhttptest,0.8572080096899729,0.973090909090909,0.9109634048291513,1650.0,5499.0
Test2,SMOTENC,LogReg-20ep-avg,DoS slowloris,0.7857931212003273,0.9587119033927545,0.8622281552632284,1739.0,5796.0
Test2,SMOTENC,LogReg-25ep-avg,BENIGN,0.9966831603644419,0.9612666666666667,0.9786285728298907,15000.0,50000.0
Test2,SMOTENC,LogReg-25ep-avg,DoS Slowhttptest,0.872905146772103,0.9706060606060607,0.9189648322796492,1650.0,5499.0
Test2,SMOTENC,LogReg-25ep-avg,DoS slowloris,0.807850675424189,0.9650948821161588,0.8786561410496653,1739.0,5796.0
Test2,SMOTENC,LogReg-2ep-avg,BENIGN,0.9809306310960377,0.8437866666666667,0.9072001302295257,15000.0,50000.0
Test2,SMOTENC,LogReg-2ep-avg,DoS Slowhttptest,0.5037357292916321,0.8244242424242424,0.6252715952164312,1650.0,5499.0
Test2,SMOTENC,LogReg-2ep-avg,DoS slowloris,0.5565644856664924,0.8908568142610696,0.6850320854141115,1739.0,5796.0
Test2,SMOTENC,LogReg-30ep-avg,BENIGN,0.9978690856824992,0.9628533333333333,0.9800236880647363,15000.0,50000.0
Test2,SMOTENC,LogReg-30ep-avg,DoS Slowhttptest,0.88234367462609,0.9708484848484848,0.9241941578729321,1650.0,5499.0
Test2,SMOTENC,LogReg-30ep-avg,DoS slowloris,0.8096376811673421,0.9726279470960323,0.8827399594217702,1739.0,5796.0
Test2,SMOTENC,LogReg-3ep-avg,BENIGN,0.9868706082909109,0.8329866666666665,0.9034127066873922,15000.0,50000.0
Test2,SMOTENC,LogReg-3ep-avg,DoS Slowhttptest,0.559540575669643,0.8191515151515152,0.6647526324251218,1650.0,5499.0
Test2,SMOTENC,LogReg-3ep-avg,DoS slowloris,0.4820625937718945,0.9167912593444509,0.6317593186727631,1739.0,5796.0
Test2,SMOTENC,LogReg-50ep-avg,BENIGN,0.998967752548014,0.9705466666666667,0.9845283901302618,15000.0,50000.0
Test2,SMOTENC,LogReg-50ep-avg,DoS Slowhttptest,0.8848994033726495,0.9833939393939394,0.9312843004639427,1650.0,5499.0
Test2,SMOTENC,LogReg-50ep-avg,DoS slowloris,0.8588869514818758,0.975215641173088,0.912744145834437,1739.0,5796.0
Test2,SMOTENC,LogReg-5ep-avg,BENIGN,0.99850518502955,0.81282,0.8960756149913,15000.0,50000.0
Test2,SMOTENC,LogReg-5ep-avg,DoS Slowhttptest,0.6759335251411823,0.867939393939394,0.75996127008304,1650.0,5499.0
Test2,SMOTENC,LogReg-5ep-avg,DoS slowloris,0.40404918801455275,0.9401380103507764,0.5648050228236036,1739.0,5796.0
Test2,SMOTENC,MLP-100ep-avg,BENIGN,0.9800131475270926,0.9829466666666666,0.9814080958399881,15000.0,50000.0
Test2,SMOTENC,MLP-100ep-avg,DoS Slowhttptest,0.9050291388799645,0.8881818181818183,0.8935103011984811,1650.0,5499.0
